Year,Name,Institution,URI
1991,Bryan C. Clarke,Queens Medical Centre,http://www.digitalhps.org/concepts/CON9b077f90-cc1a-4d15-b87e-cdf582b8cf8e
1991,David T. Parkin,Queens Medical Centre,
1991,Sarah-Jane Preston,Queen University Belfast,
1991,Simon K. Joshua,Queen Mary College,
1991,John S. Parker,Queen Mary College,
1991,Andrew Dobson,Princeton University,http://www.digitalhps.org/concepts/CON97c48da0-58c6-4f0d-ac5f-be351dab0d80
1991,M. Kreitman,Princeton University,
1991,Helena Córte-Real,Port Erin Marine Laboratory,
1991,M. Perrin,Port Erin Marine Laboratory,
1991,Eirene Williams,Polytechnic South West,
1991,Andrew Clark,Penn State University,http://www.digitalhps.org/concepts/CON2e116dc1-55f1-4b8b-8823-375bcd4d72b0
1991,J. May,Oxford University Press,
1991,Susan Antrobus,Oxford Polytechnic,
1991,Andrew Lack,Oxford Polytechnic,http://www.digitalhps.org/concepts/CONb2339698-d618-4f02-bab7-5301ae2e3fd1
1991,Susan Antrobus,Oxford Polytechnic,
1991,R. L. Hammond,Oxford Polytechnic,
1991,Andrew Lack,Oxford Polytechnic,http://www.digitalhps.org/concepts/CONb2339698-d618-4f02-bab7-5301ae2e3fd1
1991,Jeff Ollerton,Oxford Polytechnic,
1991,James Bullock,"Open University, Oxford",
1991,Jonathan Silvertown,"Open University, Milton Keynes",
1991,Kurt Jax,"Oldenburg, Germany",
1991,Oyvind Bakke,Norwegian Institute for Nature Research,
1991,Paul Ashton,Norfolk,
1991,Jenny Cory,NERC,
1991,J. T. Addison,M.A.F.F. Fisheries Laboratory,
1991,Alasdair Scott,M.A.F.F. Fisheries Laboratory,
1991,D. Thompson,M.A.F.F. Fisheries Laboratory,
1991,Ken Hanmer,Lockerheads,
1991,M. D. Atkinson,John Innes Institute,
1991,R. S. Flavell,John Innes Institute,
1991,Peter Young,John Innes Institute,
1991,Richard A. Ennos,"Institute of Ecology and Resource Management, Edinburgh",
1991,K. Cara McConnell,"Institute of Ecology and Resource Management, Edinburgh",
1991,Marco Borghetti,"Institute Migioramento Genetico, CNR",
1991,P. Van Dijk,"Institute for Ecological Research, Heteren",
1991,E. Linders,"Institute for Ecological Research, Heteren",
1991,A. Biere,"Institute for Ecological Research, Heteren",
1991,A. A. de Maan,"Institute for Ecological Research, Heteren",
1991,A. Biere,"Institute for Ecological Research, Heteren",
1991,E. Linders,"Institute for Ecological Research, Heteren",
1991,P. van Dijk,"Institute for Ecological Research, Heteren",
1991,P. H. van Tienderen,"Institute for Ecological Research, Heteren",
1991,J. W. Woldendorp,"Institute for Ecological Research, Heteren",
1991,Isabelle Olivieri,"INRA, Montpellier",
1991,K. Lorenzen,Imperial College of London,
1991,C. Godfray,Imperial College at Silwood Park,
1991,T. H. Jones,Imperial College at Silwood Park,
1991,D. Kohn,Imperial College at Silwood Park,
1991,Laurel Hanna,"ICAPB, Edinburgh",
1991,L. Partridge,"ICAPB, Edinburgh",
1991,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1991,Alan F. Raybould,I. T. E. Furzebrook,
1991,A. A. de Haan,"I. O. O., Heteren",
1991,Thorunn Helgason,"I. E. R. M., Edinburgh",
1991,Arthur James Cain,Hoylake,http://www.digitalhps.org/concepts/CON8cdc1729-4338-4f35-aa97-f86f69a5c4e8
1991,J. T. White,"Hoffman, La Roche",
1991,Kirsten Wolff,"Haren, The Netherlands",
1991,Pieter Kakes,"Free University, Amsterdam",
1991,J. W. Horwood,"Fisheries Laboratory, Lowestoft",
1991,Sylvia Koll,"Erlangen, Germany",
1991,S. Denney,Elsevier Trends Journals,
1991,K. Smith,Elsevier Trends Journals,
1991,Janis Antonovics,Duke University,http://www.digitalhps.org/concepts/CON0105095b-fdd4-4bbe-b3bc-ff668d7c298f
1991,Ian Gillespie,"Department of the Environment, London",
1991,Peter Crisp,Crisp Innovar Ltd.,http://www.digitalhps.org/concepts/CON8507f9c0-2ac0-4070-b03d-bbb4eec7c351
1991,Anne Miller,Coventry Polytechnic,
1991,William Provine,Cornell University,
1991,G. G. Vendramin,"CNR, Via San Bonaventura",
1991,R. C. J. Carling,Chapman & Hall,
1991,Alan Crowden,Cambridge University Press,
1991,Jeremy John Denis Greenwood,British Trust for Ornithology,http://www.digitalhps.org/concepts/CONc1a9bc34-ed81-49f6-a96a-903d6b9665e7
1991,Pieter Kakes,Amsterdam,
1991,Pieter Kakes,Amsterdam,
1991,Philip Mason,"A. D. A. S. Central Science Laboratory, London",
1992,Andrew Theaker,University of Reading,http://www.digitalhps.org/concepts/CON7c312e5f-bf1f-4be8-82c3-add51ced5f7a
1992,Eirene Williams,University of Devon,
1992,S. Lahav,University of Cambridge,
1992,Dennis A. Wilkins,University of Birmingham,http://www.digitalhps.org/concepts/CON78ddae16-d1a4-49c6-9331-1a75ebf292ec
1992,L. H. Ford,University of Bath,
1992,K. Wilson,"University College of North Wales, Bangor",
1992,A. G. Gatehouse,"University College of North Wales, Bangor",
1992,D. Forcioli,Universite de Lille,
1992,J. Cuguen,Universite de Lille,
1992,P. Saumitou-Laprade,Universite de Lille,
1992,P. Boudry,Universite de Lille,
1992,P. Vernet,Universite de Lille,
1992,H. van Dijk,Universite de Lille,
1992,Alison Miller,Rothamsted Experiment Station,
1992,M. Hodson,Oxford Polytechnic,
1992,H. Tubb,Oxford Polytechnic,
1992,Jeff Ollerton,Oxford Polytechnic,
1992,T. Shreeve,Oxford Polytechnic,
1992,D. Whitely,Oxford Polytechnic,
1992,R. L. Hammond,Oxford Polytechnic,
1992,Chris Thomas,Imperial College of London,
1993,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1993,Kalai Kurar,University of the West Indies,
1993,John H. Warren,University of the West Indies,
1993,Joanna R. Rihan,University of Southampton,
1993,Iris van Pijlen,University of Leicester,
1993,Paul Craze,University of Leicester,
1993,Janet Cameron,University of Keele,
1993,Trevor Hodkinson,University of Birmingham,
1993,Mike Lawrence,University of Birmingham,http://www.digitalhps.org/concepts/CONc9dc3751-51a4-4eaf-801d-5d4e78f79c59
1993,Tim Hall,University of Birmingham,
1993,Sarita Bennett,University of Birmingham,
1993,Quentin Oliver Newton Kay,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CONfe924891-9b30-489f-b3e4-ffe4cb9bdf45
1993,Amanda Gillies,Saint Andrews University,
1993,Richard J. Abbott,Saint Andrews University,http://www.digitalhps.org/concepts/CONe416f4ab-b2ab-4f95-8067-b8098120edfa
1993,Andrew Theaker,"IGER, Aberystwyth",http://www.digitalhps.org/concepts/CON7c312e5f-bf1f-4be8-82c3-add51ced5f7a
1993,Jim Brewster,"Horticultural Research International, Wellesbourne",
1993,Bill Bond,"Horticultural Research International, Wellesbourne",
1993,David Chandler,"Horticultural Research International, Wellesbourne",
1993,David Astley,"Horticultural Research International, Wellesbourne",
1993,Nisha Parekh,"Horticultural Research International, Wellesbourne",
1993,Martin Maunders,,
1994,Vicki Cottrell,Worcester College of Higher Education,
1994,Debbie Holmes,Worcester College of Higher Education,
1994,Ludwig Triest,Vrije Universiteit Brussel,
1994,Claude Lefèbvre,Universityé Libre de Bruxelles,
1994,David Bilton,University of York,
1994,Susan M. Bougourd,University of York,http://www.digitalhps.org/concepts/CON53deae4e-20b9-4ffa-8ad7-cdd6f4875b32
1994,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1994,Debbie Davies,University of York,
1994,Calvin Dytham,University of York,
1994,Nick Ponsford,University of York,
1994,Jeremy Searle,University of York,
1994,Mark Williamson,University of York,
1994,Peter Young,University of York,
1994,Paul Yoward,University of York,
1994,Alan J. M. Baker,University of Sheffield,http://www.digitalhps.org/concepts/CONc93d53ab-1cd1-4e3f-ac8c-e8f642dd0822
1994,Alejandro Casas,University of Reading,
1994,Giorgini Venturieri,University of Reading,
1994,Geoff Oxford,University of Oxford,
1994,Jez Arrow,University of Newcastle-upon-Tyne,
1994,Kath Baker,University of Newcastle-upon-Tyne,
1994,Juno McKee,University of Newcastle-upon-Tyne,
1994,John Richards,University of Newcastle-upon-Tyne,
1994,Michelle Tremayne,University of Newcastle-upon-Tyne,
1994,Colin Ferris,University of Leicester,
1994,Richard Gornall,University of Leicester,
1994,Peter Hollingsworth,University of Leicester,
1994,Barbara Pickersgill,University of Leicester,http://www.digitalhps.org/concepts/CON19a27077-b247-49bc-969a-f7590291a69f
1994,Jane Squirrel,University of Leicester,http://www.digitalhps.org/concepts/CON3aaa4ea2-d35a-42d6-8a0d-2a05e4c811b1
1994,Jonny Wentworth,University of Leicester,
1994,Steve Compton,University of Leeds,
1994,Jeremy Griffiths,University of Leeds,
1994,David Phillips,University of Leeds,
1994,David A. Jones,"University of Florida, Gainesville",http://www.digitalhps.org/concepts/CONe42d152b-2f53-4893-9b48-af36d6fd6905
1994,Anita Diaz,University of Exeter,
1994,Michael Gardner,University of Exeter,
1994,Amanda Giles,University of Exeter,
1994,Judy Naylor,University of Exeter,
1994,Ann Smithson,University of Exeter,
1994,H. A. P. Ingram,University of Dundee,http://www.digitalhps.org/concepts/CON4d06d320-2135-499a-b312-de80ff24d33d
1994,Johannes C. Vogel,University of Cambridge,
1994,Dennis A. Wilkins,University of Birmingham,http://www.digitalhps.org/concepts/CON78ddae16-d1a4-49c6-9331-1a75ebf292ec
1994,Rosemary John,"University of Wales, Swansea",
1994,Eileen Kay,"University of Wales, Swansea",
1994,Quentin Oliver Newton Kay,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CONfe924891-9b30-489f-b3e4-ffe4cb9bdf45
1994,Barbara Jones,"University College of North Wales, Bangor",
1994,Ken Hanmer,Staffordshire University,
1994,Yvonne Charters,Scottish Crop Research Insitute,
1994,Sharon Dubbels,Scottish Crop Research Insitute,
1994,Brian Fenton,Scottish Crop Research Insitute,
1994,Eileen O’Brien,Scottish Crop Research Insitute,
1994,Aileen Timmons,Scottish Crop Research Insitute,
1994,Mike Wilkinson,Scottish Crop Research Insitute,
1994,Richard J. Abbott,Saint Andrews University,http://www.digitalhps.org/concepts/CONe416f4ab-b2ab-4f95-8067-b8098120edfa
1994,Peter Comes,Saint Andrews University,
1994,Ruth Ingram,Saint Andrews University,
1994,Andrew Lowe,Saint Andrews University,
1994,Richard Milne,Saint Andrews University,
1994,Julian Robinson,Saint Andrews University,
1994,Andrew Bunney,Oxford Brookes University,
1994,Andrew Lack,Oxford Brookes University,http://www.digitalhps.org/concepts/CONb2339698-d618-4f02-bab7-5301ae2e3fd1
1994,Paul Craze,Metropolitan University of Manchester,
1994,John R. Akeroyd,Kingston-upon-Thames,http://www.digitalhps.org/concepts/CON545da90a-75bd-4d7d-b2a0-fc8d28629685
1994,Michael Abberton,"IGER, Aberystwyth",
1994,Mervyn O. Humphreys,"IGER, Aberystwyth",http://www.digitalhps.org/concepts/CON7b39b55a-8d53-4d06-bb86-ff9c542930f8
1994,John H. Warren,"IGER, Aberystwyth",
1994,Roger Daniels,I. T. E. Furzebrook,
1994,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1994,Rebecca Mogg,I. T. E. Furzebrook,
1994,Ibby Moy,I. T. E. Furzebrook,
1994,Barrie Pearson,I. T. E. Furzebrook,
1994,Alan F. Raybould,I. T. E. Furzebrook,
1994,Astrid Myhre,Agricultural University of Norway,
1995,Susan M. Bougourd,University of York,http://www.digitalhps.org/concepts/CON53deae4e-20b9-4ffa-8ad7-cdd6f4875b32
1995,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1995,Wallace Arthur,University of Sunderland,
1995,A. Joe Pollard,University of Sheffield,http://www.digitalhps.org/concepts/CON3e3eac2a-f00e-4de0-91c6-43543842196e
1995,Jaoa Alexandrino,University of Porto,
1995,Vitor Lima,University of Porto,
1995,Jez Arrow,University of Newcastle-upon-Tyne,
1995,Kerry Barrett,University of Newcastle-upon-Tyne,
1995,Alan W. Davison,University of Newcastle-upon-Tyne,http://www.digitalhps.org/concepts/CON961cd895-90de-4220-bd88-476e103f4998
1995,Juno McKee,University of Newcastle-upon-Tyne,
1995,Keith Moore,University of Newcastle-upon-Tyne,
1995,Alec Panchen,University of Newcastle-upon-Tyne,
1995,Amy Plowman,University of Newcastle-upon-Tyne,
1995,A. John Richards,University of Newcastle-upon-Tyne,http://www.digitalhps.org/concepts/CONaf7e9dcc-f94a-4cf8-b125-fdfd94c8d8fc
1995,Michelle Tremayne,University of Newcastle-upon-Tyne,
1995,John Bailey,University of Leicester,
1995,Colin Ferris,University of Leicester,
1995,Richard Gornall,University of Leicester,
1995,Michelle Hart,University of Leicester,
1995,Andrew/Richard King,University of Leicester,
1995,Shi Ying,University of Leicester,
1995,Peter Hollingsworth,University of Glasgow,
1995,Fran Harper,University of Exeter,
1995,Helen McCombie,University of Exeter,
1995,Judy Naylor,University of Exeter,
1995,Jane Squirrel,University of East London,http://www.digitalhps.org/concepts/CON3aaa4ea2-d35a-42d6-8a0d-2a05e4c811b1
1995,Barbara Jones,"University College of North Wales, Bangor",
1995,John Parnell,Trinity College,
1995,Ken Hanmer,Staffordshire University,
1995,Yvonne Charters,Scottish Crop Research Insitute,
1995,Ashley Robertson,Scottish Crop Research Insitute,
1995,G. R. Squire,Scottish Crop Research Insitute,
1995,Aileen Timmons,Scottish Crop Research Insitute,
1995,Mike Wilkinson,Scottish Crop Research Insitute,
1995,Neil Wilson,Scottish Crop Research Insitute,
1995,Richard J. Abbott,Saint Andrews University,http://www.digitalhps.org/concepts/CONe416f4ab-b2ab-4f95-8067-b8098120edfa
1995,Hans-Peter Comes,Saint Andrews University,
1995,Andrew Lowe,Saint Andrews University,
1995,Richard Milne,Saint Andrews University,
1995,Ahmad Othman,Saint Andrews University,
1995,Kirsten Wolff,Saint Andrews University,
1995,Jan Kirschner,"Royal Botanical Gardens, Kew",
1995,Peter Crisp,Norfolk,http://www.digitalhps.org/concepts/CON8507f9c0-2ac0-4070-b03d-bbb4eec7c351
1995,Michael Abberton,"IGER, Aberystwyth",
1995,Ian S. Thorpe,"IGER, Aberystwyth",
1995,Chris D. Preston,I. T. E. Monks Wood,http://www.digitalhps.org/concepts/CON43108360-64d5-424f-9656-2811740a7be6
1995,Roger Daniels,I. T. E. Furzebrook,
1995,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1995,Cathy Moyes,I. T. E. Furzebrook,
1995,Alan F. Raybould,I. T. E. Furzebrook,
1995,Liz Warman,I. T. E. Furzebrook,
1995,Amanda Gillies,I. T. E. Bush Estate,
1995,Paul Ashton,Edge Hill College,
1995,John H. Warren,"Department of Land Resources, Aberdeen",
1995,Anita Diaz,Bedford,
1996,Sue Bougourd,University of York,
1996,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1996,Victoria Campbell,University of Sussex,
1996,Helen Butler,University of Reading,
1996,Elizabeth Arnold,University of Newcastle-upon-Tyne,
1996,John Bailey,University of Leicester,
1996,Colin Ferris,University of Leicester,
1996,Richard Gornall,University of Leicester,
1996,Michelle Hart,University of Leicester,
1996,Janet Cameron,University of Keele,
1996,Peter Hollingsworth,University of Glasgow,
1996,Richard A. Ennos,University of Edinburgh,
1996,Robert Butcher,University of Dundee,
1996,Triston Hatton-Ellis,University of Bristol,
1996,Bert Valérie,University de Lille,
1996,David Guillemant,University de Lille,
1996,Ken Hanmer,Staffordshire University,
1996,Yvonne Charters,"Scottish Crop Research Institute, Dundee",
1996,Brian Fenton,"Scottish Crop Research Institute, Dundee",
1996,Richard J. Abbott,Saint Andrews,http://www.digitalhps.org/concepts/CONe416f4ab-b2ab-4f95-8067-b8098120edfa
1996,Hans-Peter Comes,Saint Andrews,
1996,Jaime Estrella,Saint Andrews,
1996,Anita Diaz,"SAC, Land Resources, Aberdeen",
1996,Michael Abberton,"IGER, Aberystwyth",
1996,Sheena Hughes,"IGER, Aberystwyth",
1996,Andrew Jones,"IGER, Aberystwyth",
1996,James Bullock,I. T. E. Furzebrook,
1996,Roger Daniels,I. T. E. Furzebrook,
1996,Amanda Gillies,I. T. E. Bush Estate,
1996,Barbara Jones,I. T. E. Bangor,
1996,Anne-Laure Jacquemart,Catholic University of Louvain,
1996,Henry A. Ford,Bath University,
1996,Kirsten Wolff,,
1996,X. Hu,,
1996,Alan F. Raybould,,
1996,Geoff Oxford,,
1996,Jim Provan,,
1996,Lisa Smith,,
1996,Y. Zheng,,
1996,A. Langdon,,
1996,Richard Milne,,
1996,William Sinclair,,
1996,V. Laporte,,
1997,James Partridge,Warwickshire,
1997,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1997,Thorunn Helgason,University of York,
1997,Lesley Mutch,University of York,
1997,Victoria Campbell,University of Sussex,
1997,Joel Allainguillaume,University of Reading,
1997,Helen Butcher,University of Reading,
1997,Yvonne Charters,University of Reading,
1997,Anne Prevost,University of Reading,
1997,Susan Scott,University of Reading,
1997,Mike Wilkinson,University of Reading,
1997,Roma Gywnn,University of Plymouth,
1997,Liz Arnold,University of Newcastle-upon-Tyne,
1997,Andrew Parry,University of Newcastle-upon-Tyne,
1997,John Richards,University of Newcastle-upon-Tyne,
1997,Carl Ashcroft,University of Manchester,
1997,Katherine Bridges,University of Manchester,
1997,Olivier Raspé,University of Louvain,
1997,John Bailey,University of Leicester,
1997,Colin Ferris,University of Leicester,
1997,Richard Gornall,University of Leicester,
1997,Michelle Hart,University of Leicester,
1997,Andrew King,University of Leicester,
1997,Peter Thompson,University of Leicester,
1997,Bernie Cohen,University of Glasgow,
1997,Peter Hollingsworth,University of Glasgow,
1997,Mark Tebbitt,University of Glasgow,
1997,Richard A. Ennos,University of Edinburgh,
1997,Jane Squirrel,University of East London,http://www.digitalhps.org/concepts/CON3aaa4ea2-d35a-42d6-8a0d-2a05e4c811b1
1997,Nathalie Walker,University of Durham,
1997,Robert Butcher,University of Dundee,
1997,Lalith Perera,University of Dundee,
1997,Gemma White,University of Dundee,
1997,Christina James,University of Birmingham,
1997,Domino Joyce,University of Birmingham,
1997,John H. Warren,University of Aberdeen,
1997,Andrea Ungaro,University La Sapienza Roma,
1997,Federica Verra,University La Sapienza Roma,
1997,Barbara Jones,"University College of North Wales, Bangor",
1997,Valérie Bert,Universite de Lille,
1997,Allan Booth,Scottish Crop Research Insitute,
1997,David Cooke,Scottish Crop Research Insitute,
1997,Jim Provan,Scottish Crop Research Insitute,
1997,Richard J. Abbott,Saint Andrews University,http://www.digitalhps.org/concepts/CONe416f4ab-b2ab-4f95-8067-b8098120edfa
1997,Hans Peter Comes,Saint Andrews University,
1997,Jaime Estrella,Saint Andrews University,
1997,Richard Milne,Saint Andrews University,
1997,Mary Morgan-Richards,Saint Andrews University,
1997,Sofiman Othman,Saint Andrews University,
1997,Juliet Parry-James,Saint Andrews University,
1997,Andrea Berholz,Philipps University,
1997,Christina Mengel,Philipps University,
1997,Steve Trewick,Macquaire University,
1997,Roger Daniels,I. T. E. Furzebrook,
1997,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1997,Catherine Moyes,I. T. E. Furzebrook,
1997,Alan F. Raybould,I. T. E. Furzebrook,
1997,Amanda Gillies,I. T. E. Bush Estate,
1997,Andrew Lowe,I. T. E. Bush Estate,
1997,Ashley Robertson,"I. E. R. M., Edinburgh",
1997,Dennis A. Wilkins,,http://www.digitalhps.org/concepts/CON78ddae16-d1a4-49c6-9331-1a75ebf292ec
1998,Richard Olmstead,"Washington, USA",
1998,Sean Graham,"Washington, USA",
1998,Pam Wiener,Warwickshire,
1998,Ghizlane Echchgadda,Vrije Universiteit Brussels,
1998,Ludwig Triest,Vrije Universiteit Brussels,
1998,Ghizlane Echchgadda,Vrije Universiteit,
1998,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1998,Sean Graham,University of Washington,
1998,Pam Wiener,University of Warwick,
1998,Georgina Harper,University of Southampton,
1998,Yvonne Charters,University of Reading,
1998,Susan Scott,University of Reading,
1998,Mike Wilkinson,University of Reading,
1998,Bernard Haubold,University of Oxford,
1998,Gail Preston,University of Oxford,
1998,Michael Travisano,University of Oxford,
1998,Paul Rainey,University of Oxford,
1998,Sophie Kahn,University of Oxford,
1998,Martin Billingham,University of Oxford,
1998,Stephen A. Harris,University of Oxford,http://www.digitalhps.org/concepts/CON26a47047-d943-4efc-932e-d1b039397fda
1998,Bernard Haubold,University of Oxford,
1998,Gail Preston,University of Oxford,
1998,Paul Rainey,University of Oxford,
1998,Michael Travisano,University of Oxford,
1998,Elizabeth Arnold,University of Newcastle,
1998,Andrew Parry,University of Newcastle,
1998,John Richards,University of Newcastle,
1998,Michelle Tremayne,University of Newcastle,
1998,Carl Ashcroft,University of Manchester,
1998,E. Sheffield,University of Manchester,
1998,Katherine Bridges,University of Manchester,
1998,Carl Ashcroft,University of Manchester,
1998,Katherine Bridges,University of Manchester,
1998,Phil D. Putwain,University of Liverpool,http://www.digitalhps.org/concepts/CONa9afce02-0c2d-4305-acbf-17493664d29d
1998,Phil D. Putwain,University of Liverpool,http://www.digitalhps.org/concepts/CONa9afce02-0c2d-4305-acbf-17493664d29d
1998,Peter Klinkhamer,University of Leiden,
1998,Andrew King,University of Leicester,
1998,Colin Ferris,University of Leicester,
1998,John Bailey,University of Leicester,
1998,Colin Ferris,University of Leicester,
1998,Andrew King,University of Leicester,
1998,Catherine Pashley,University of Leicester,
1998,Christiane Biermann,University of Hull & Stony Brook,
1998,Christiane Biermann,University of Hull,
1998,Mei Sun,University of Hong Kong,
1998,Zoe Badcock,University of Glasgow,
1998,Laura Forrest,University of Glasgow,
1998,Nick Barton,University of Edinburgh,
1998,Adrian Newton,University of Edinburgh,http://www.digitalhps.org/concepts/CON3e87644c-2b3b-4c78-999b-40a62290aff7
1998,John Pannell,University of Edinburgh,
1998,Jonathan Wentworth,University of East London,http://www.digitalhps.org/concepts/CON45e9157c-6008-4a13-abee-f6a9fa4135ab
1998,Nicola P. Randall,University of Dundee,
1998,Norm Ellstrand,"University of California, Riverside",
1998,Norman Ellstrand,"University of California, Riverside",http://www.digitalhps.org/concepts/CONe41d65e1-baf8-4f7f-a840-d06ce101be95
1998,Arthur Weis,"University of California, Irvine",
1998,Arthur Weiss,"University of California, Irvine",
1998,Andrew Lowe,University of Bristol,
1998,Christina James,University of Birmingham,
1998,Domino Joyce,University of Birmingham,
1998,Bodil Ehlers,University of Aarhus,
1998,Francois Bretagnolle,Universite de Neuchatel,
1998,Roberto Guadagnuolo,Universite de Neuchatel,
1998,Kirsten Wolff,Universite de Neuchatel,
1998,Olivier Raspé,"Unite d'Ecole et de Biogeographie, Louvain-la-Neuve",
1998,Deirdre Lynn,Trinity College,
1998,Naomi Kingston,Trinity College,
1998,S. Waldren,Trinity College,
1998,Naomi Kingston,Trinity College,
1998,Deirdre Lynn,Trinity College,
1998,Hope Hollocher,St. Andrews & Princeton,
1998,Mike Ritchie,St. Andrews & Princeton,
1998,Nick Colgrave,St. Andrews & Princeton,
1998,Matt Henderson,Southampton,
1998,David Boshier,"Scottish Crop Research Institute, Dundee & Oxford",
1998,Gemma White,"Scottish Crop Research Institute, Dundee & Oxford",
1998,Brian Fenton,"Scottish Crop Research Institute, Dundee",
1998,Jim Provan,"Scottish Crop Research Institute, Dundee",
1998,Nicole Soranzo,"Scottish Crop Research Institute, Dundee",
1998,Wayne Powell,"Scottish Crop Research Institute, Dundee",
1998,Brian Fenton,"Scottish Crop Research Institute, Dundee",
1998,Gaynor Malloch,"Scottish Crop Research Institute, Dundee",
1998,Sharon Neilson,"Scottish Crop Research Institute, Dundee",
1998,Amarathunga Perera,"Scottish Crop Research Institute, Dundee",
1998,Wayne Powell,"Scottish Crop Research Institute, Dundee",
1998,Gavin Ramsay,"Scottish Crop Research Institute, Dundee",http://www.digitalhps.org/concepts/CONadf7c241-1d65-4fb3-83c3-42c0c8f98468
1998,Ivan Scotti,"Scottish Crop Research Institute, Dundee",
1998,Nicole Soranzo,"Scottish Crop Research Institute, Dundee",
1998,Gemma White,"Scottish Crop Research Institute, Dundee",
1998,Heiko Parzies,"Scottish Agricultural College, Edinburgh",
1998,Anette Becher,Saint Andrews & Neuchâtel,
1998,Eddie Campbell,Saint Andrews & Neuchâtel,
1998,Jaime Estrella,Saint Andrews,
1998,Richard J. Abbott,Saint Andrews,http://www.digitalhps.org/concepts/CONe416f4ab-b2ab-4f95-8067-b8098120edfa
1998,Anette Becher,Saint Andrews,
1998,Jaime Estrella,Saint Andrews,
1998,Jane Hoyle,Saint Andrews,
1998,Richard Milne,Saint Andrews,
1998,Juliet Parry-James,Saint Andrews,
1998,Mike Ritchie,Saint Andrews,
1998,Lisa Smith,Saint Andrews,
1998,Alan Walker,Saint Andrews,
1998,A. Waterhouse,"SAC, Auchincruive",
1998,Audrey Meikle,"SAC, Auchincruive",
1998,G. Marshall,"SAC, Auchincruive",
1998,G. Marshall,"SAC, Auchincruive",
1998,R. P. Finch,"SAC, Auchincruive",
1998,S. Patterson,"SAC, Auchincruive",
1998,William Sinclair,"SAC, Auchincruive",
1998,Audrey Meikle,"SAC, Auchincruive",
1998,Billy Sinclair,"SAC, Auchincruive",
1998,John H. Warren,"SAC, Aberdeen",
1998,Anita Diaz,"SAC, Aberdeen",
1998,John H. Warren,SAC Aberdeen,
1998,Marten Sørensen,"RVAU, Denmark",
1998,Michael Moeller,"Royal Botanical Garden, Edinburgh",
1998,Faridah Qamaruz-Zaman,"Royal Botanic Gardens, Kew",
1998,James Richardson,"royal Botanic Gardens, Kew",
1998,Jessada Denduangboripant,"Royal Botanic Gardens, Edinburgh",
1998,Stuart Lindsay,"Royal Botanic Gardens, Edinburgh",
1998,Michael Moeller,"Royal Botanic Gardens, Edinburgh",
1998,Achariya Rangsiruji,"Royal Botanic Gardens, Edinburgh",
1998,Joel Allainguillaume,Reading University,
1998,James Richardson,RBG Kew,
1998,Kaare Aagard,"NINA, Norway",
1998,Kjetil Hindar,"NINA, Norway",
1998,John Richards,Newcastle,
1998,Liz Arnold,Newcastle,
1998,Francois Bretagnolle,"Neuchâtel, Switzerland",
1998,Al Mazyad,"Neuchâtel & Bern, Switzerland",
1998,D. Savova Bianchi,"Neuchâtel & Bern, Switzerland",
1998,F. Felber,"Neuchâtel & Bern, Switzerland",
1998,J. Keller Senften,"Neuchâtel & Bern, Switzerland",
1998,K. Ammann,"Neuchâtel & Bern, Switzerland",
1998,P. Rufener,"Neuchâtel & Bern, Switzerland",
1998,Roberto Guadagnuolo,"Neuchâtel & Bern, Switzerland",
1998,ir. Pieternella Luttikhuizen,Netherlands Institute for Sea Research,
1998,Chris Topping,"NERI, Denmark",
1998,Jacqueline S. Holmes,"Natural History Museum, London & Cambridge",
1998,Johannes C. Vogel,"Natural History Museum, London & Cambridge",
1998,John A. Barrett,"Natural History Museum, London & Cambridge",
1998,Mary Gibby,"Natural History Museum, London & Cambridge",http://www.digitalhps.org/concepts/CON6b8786b4-53b1-4c8d-89c3-1339ae660817
1998,Stephen J. Russell,"Natural History Museum, London & Cambridge",
1998,Frederick J. Rumsey,"Natural History Museum, London",
1998,Johannes C. Vogel,"Natural History Museum, London",
1998,Cymon Cox,"Natural History Museum, London",
